x1,x2,x3,y
"35,351","-40,458","-83,532","-39,119"
"39,215","-40,458","-83,532","29,605"
"-44,255","-45,805","-35,316","-4,927"
"-37,932","-10,458","-33,532","-19,183"
"4,379",2.9542,4.6468,"-43,494"
"-45,791","-80,458","-12,353","28,478"
"29,348",7.9542,"14,647","-20,935"
"-32,857","-10,458","-33,532","-35,736"
"40,364",4.9542,8.6468,"-13,915"
"-4,192",3.9542,7.6468,"61,858"
"-62,105","-90,458","-13,353","-12,587"
"1,538",1.9542,2.6468,"-9,691"
"-39,292","-10,458","-23,532","-11,694"
"48,343","-90,458","-13,353","22,019"
"29,845",3.9542,7.6468,"-29,112"
"58,554","-10,458","-33,532","-19,531"
"10,562","-10,458","-33,532","-22,891"
"17,358",1.9542,2.6468,"-28,585"
"24,631","-40,458","-83,532","-46,348"
"30,393","-10,046","-14,353","-34,802"
"92,427","-80,458","-12,353","41,175"
"24,824","-40,458","-83,532","26,487"
"-22,106",5.9542,"10,647","-38,915"
"43,576","-60,458","-10,353","34,848"
"-26,247",6.9542,"12,647","55,008"
"20,108",6.9542,"12,647","30,315"
"19,067",7.9542,"13,647","-24,054"
"-35,751",4.9542,8.6468,"-25,499"
"-21,697",4.9542,8.6468,"-13,098"
"-29,397",7.9542,"13,647",-473
"-29,618",4.9542,8.6468,"-23,076"
"-43,759","-70,458","-11,353","-44,793"
"-75,577","-80,458","-12,353","-41,434"
"29,573",7.9542,"13,647","-20,914"
"36,262",5.9542,9.6468,"-25,837"
"18,018",5.9542,9.6468,"30,823"
"-32,251",4.9542,8.6468,"-41,064"
"48,569",1.9542,2.6468,"-42,149"
"48,099",4.9542,8.6468,"20,625"
"-25,928",7.9542,"13,647","33,612"
"-42,707",4.9542,8.6468,"25,165"
"83,242","-45,805","-13,532","39,273"
"34,813",7.9542,"14,647","18,429"
"-48,525","95,419",1.6468,"2,245"
"43,457","-40,458","-83,532","-7,929"
"3,068","-10,458","-23,532","37,479"
"-3,662",6.9542,"11,647","37,958"
"-17,152","-80,458","-12,353","34,727"
"18,406","-10,458","-33,532","-9,794"
"4,914","-90,458","-13,353","14,046"
"37,296","-50,458","-93,532","17,466"
"-14,954","-20,458","-53,532","-24,134"
"33,524","-10,046","-14,353","47,016"
"-38,359","-45,805","-13,532","22,236"
"41,614","-10,458","-33,532","86,336"
"44,609",2.9542,4.6468,-487
"-31,313",5.9542,"10,647","-9,721"
"-10,579","-40,458","-83,532","-22,439"
"-1,897","-10,458","-33,532","-16,407"
"-82,899",7.9542,"14,647","-38,231"
"-40,649","-45,805","-35,316","-39,782"
"-11,148","-20,458","-43,532","1,289"
"22,738","-90,458","-13,353","15,051"
"2,071","-11,046","-15,353","-48,218"
"-44,821",6.9542,"12,647","27,149"
"11,889",5.9542,"10,647","-10,389"
"78,138",3.9542,7.6468,"43,757"
"35,053",1.9542,2.6468,"-31,402"
"-5,455","-10,046","-14,353","13,931"
"36,419","95,419",1.6468,"-38,858"
"31,494",4.9542,8.6468,"17,868"
"20,157","-20,458","-43,532","-2,286"
"19,309","-45,805","-35,316","-1,188"
"38,875","-80,458","-12,353","32,969"
-208,2.9542,4.6468,"-4,446"
"-14,603","-60,458","-10,353","16,294"
"-13,166","-30,458","-73,532","2,643"
"-46,732",7.9542,"13,647","-15,811"
"75,818","-60,458","-10,353","15,769"
"-35,713","-20,458","-43,532","39,833"
"8,927","-10,046","-14,353","46,216"
"-16,231",2.9542,4.6468,"18,506"
"4,481","-45,805","-13,532","-11,958"
"13,386","-60,458","-10,353","-86,237"
"-39,845",5.9542,9.6468,"40,881"
"-44,497","95,419","64,684","20,213"
"-13,137","95,419","64,684",591
"-4,555","-10,458","-23,532","-49,779"
"-21,346",4.9542,8.6468,"22,222"
"40,669","-10,458","-23,532","29,177"
"-32,887",5.9542,"10,647","12,733"
"49,892",1.9542,2.6468,"32,693"
"-44,732","-11,046","-15,353","-40,861"
"44,401","95,419","64,684","-70,347"
"-18,077","-45,805","-35,316",267
"-45,025","-80,458","-12,353","-30,797"
"24,283",5.9542,9.6468,"32,624"
"25,693","-30,458","-73,532","-48,496"
"-17,752","-11,046","-15,353","41,464"
"3,062","-50,458","-93,532","49,971"
"45,683","-10,046","-14,353","49,779"
"-39,957","-50,458","-93,532","10,511"
"-31,648",4.9542,8.6468,"-47,218"
"-45,983","-10,458","-23,532","-46,366"
"-23,772",3.9542,7.6468,"-30,559"
"-2,589","-45,805","-35,316","49,142"
"-46,769","-10,046","-14,353","22,141"
"-94,563","-40,458","-83,532","33,459"
"43,209","-50,458","-93,532","-32,253"
"1,422","-30,458","-73,532","45,581"
"20,979","-40,458","-83,532","-30,505"
"-41,569","-45,805","-35,316","25,864"
"22,011","-45,805","-35,316","39,142"
"-4,543",6.9542,"12,647","-46,474"
"14,775",2.9542,5.6468,"-43,498"
"-12,568","-45,805","-35,316","25,106"
"30,667","95,419","64,684","44,319"
"-13,657","95,419",1.6468,"-40,494"
"-44,489","-45,805","-35,316","-29,348"
"69,615",7.9542,"14,647","-34,524"
"-25,006","-10,458","-23,532","55,185"
"-27,917",3.9542,6.6468,"38,086"
"60,134","-80,458","-12,353","-32,199"
"-27,138","-30,458","-73,532","10,399"
"-38,253",1.9542,2.6468,"26,482"
"30,583","95,419",1.6468,"-30,163"
"-12,272","-10,458","-23,532","3,617"
"-39,456",1.9542,3.6468,"-34,728"
"15,439",4.9542,8.6468,"12,096"
"24,958",1.9542,2.6468,"22,215"
"-41,086","-30,458","-73,532","-14,153"
"28,365",5.9542,"10,647","12,699"
"-11,655",3.9542,6.6468,"-44,946"
-116,"-40,458","-83,532","18,083"
"-1,355",2.9542,4.6468,"38,068"
"-59,121","-11,046","-15,353","12,829"
"-38,642",6.9542,"12,647","10,542"
"-43,623","-70,458","-11,353","16,273"
"-29,528","-11,046","-15,353","12,508"
"-62,258",5.9542,9.6468,"3,655"
"-16,906","-50,458","-93,532","-37,108"
"-20,525","-40,458","-83,532","-19,356"
"30,274","-20,458","-53,532","-38,068"
"-42,834","-45,805","-13,532","-29,671"
"-28,803","-30,458","-73,532","39,421"
"-1,155","-10,458","-23,532","38,044"
"-32,173",7.9542,"13,647","34,871"
"-40,994","-45,805","-13,532","21,645"
"15,325",1.9542,3.6468,-74
"-17,419",6.9542,"11,647","-38,574"
"-27,893",7.9542,"13,647","-27,338"
"12,943",1.9542,2.6468,"-47,398"
"30,296","-20,458","-43,532","-12,793"
"-36,796","-30,458","-63,532","19,605"
"14,848","95,419","64,684","36,351"
"17,118",7.9542,"14,647","-38,639"
"-30,179","-90,458","-13,353","17,564"
"-1,998","-20,458","-53,532","14,707"
"14,852",2.9542,5.6468,"-40,582"
"-72,887",6.9542,"12,647","-42,373"
"46,991",2.9542,4.6468,"32,425"
"-24,217","-30,458","-73,532","-40,537"
"3,667","-40,458","-83,532","-13,891"
"-19,061","-10,458","-33,532","23,625"
"-17,697",3.9542,6.6468,"95,181"
"3,339",2.9542,4.6468,"21,041"
"36,281",1.9542,3.6468,"29,335"
"-42,696",6.9542,"11,647","30,815"
"-20,296",4.9542,8.6468,"-4,133"
"2,039","-50,458","-93,532","10,633"
"90,714","-90,458","-13,353","-46,476"
"-18,774","-50,458","-93,532","-76,999"
"-45,371",4.9542,8.6468,"-32,972"
"-26,841","-10,046","-14,353","12,099"
"-48,503",6.9542,"12,647","-55,001"
"-38,259",1.9542,2.6468,"-21,284"
"-36,069","-90,458","-13,353","42,978"
"-34,082",3.9542,6.6468,"40,074"
"44,402","95,419","64,684","-56,766"
"22,111","-10,046","-14,353","-4,331"
"30,593","-10,458","-33,532",-337
"-1,658",4.9542,8.6468,"-73,837"
"-11,984",7.9542,"13,647","48,883"
"37,634","-80,458","-12,353","48,993"
"37,076",7.9542,"14,647","-33,116"
"3,689","-10,458","-33,532","-21,292"
"3,748","-20,458","-43,532","21,873"
"-2,086",3.9542,7.6468,"44,027"
"31,251",3.9542,6.6468,"-54,514"
"97,236","-20,458","-43,532","38,416"
"-17,031","-30,458","-73,532","29,505"
"-19,121","-20,458","-53,532","3,606"
"-18,725","-50,458","-93,532","18,322"
"-43,745",7.9542,"13,647","-49,477"
"12,157",7.9542,"13,647","50,134"
"21,139","95,419",1.6468,"31,339"
"39,278","-10,046","-14,353","14,267"
"27,837",6.9542,"11,647","22,195"
"-60,616","95,419","64,684","94,846"
"31,249","-10,458","-23,532","31,745"
"-10,676","-20,458","-43,532","1,965"
"44,378","-60,458","-10,353","-30,655"
"-14,063","-20,458","-53,532","-18,713"
"-66,193",1.9542,3.6468,"-14,502"
"-28,521","-10,458","-23,532","-47,373"
"29,826","-20,458","-43,532","46,565"
"20,235",2.9542,5.6468,"-16,377"
"-37,249",6.9542,"12,647","3,219"
"30,848",4.9542,8.6468,"38,259"
"-13,338","-20,458","-43,532","-28,165"
"-12,795","95,419",1.6468,"13,534"
"11,131","95,419","64,684","48,765"
"-29,635",5.9542,9.6468,154
"-23,117","95,419",1.6468,"17,454"
"-33,845","-20,458","-53,532","39,984"
"11,175","-40,458","-83,532","38,797"
"20,498",4.9542,8.6468,"46,927"
"-29,672","-90,458","-13,353","17,727"
"27,785","-40,458","-83,532","-87,064"
"30,092","-30,458","-63,532","-43,516"
"-20,706",2.9542,4.6468,"-95,018"
"-23,059",4.9542,8.6468,"28,911"
"48,079","-30,458","-73,532","-39,733"
"-33,948","-70,458","-11,353","-23,345"
"-48,975",4.9542,8.6468,"-91,775"
"70,045",7.9542,"14,647","30,383"
"2,632","-20,458","-43,532","-3,678"
"42,186","-40,458","-83,532","38,705"
"11,185",5.9542,"10,647","2,021"
"18,254","-45,805","-13,532","25,056"
"33,083",7.9542,"14,647","-19,531"
"-45,411",3.9542,6.6468,"-3,934"
"26,118",2.9542,5.6468,"-44,563"
"86,265",2.9542,4.6468,"2,669"
"-42,265","-10,458","-33,532","39,306"
"9,707",4.9542,8.6468,"31,845"
"-85,357","-60,458","-10,353","15,511"
"11,239",7.9542,"14,647","10,736"
"-18,995","-45,805","-35,316","-44,928"
"-20,561",1.9542,3.6468,"81,322"
"-33,896","-90,458","-13,353","-49,284"
"23,436","-90,458","-13,353","-37,627"
"-14,084",1.9542,2.6468,"12,722"
"14,241","-10,458","-23,532","-65,076"
"-15,274","-30,458","-73,532","29,326"
"-34,865","-11,046","-15,353","-72,679"
"-4,884",5.9542,9.6468,"-73,436"
"23,341",1.9542,3.6468,"44,344"
"30,147",4.9542,8.6468,"-46,716"
"46,567",5.9542,"10,647","-40,056"
"-43,263","-30,458","-73,532","-10,974"
"-16,951",4.9542,8.6468,"39,798"
"26,447","-70,458","-11,353","37,619"
"-37,965",2.9542,5.6468,"49,462"
"24,871","-30,458","-73,532","30,869"
"-54,719",5.9542,"10,647","-34,773"
"46,199","-30,458","-63,532","-38,783"
"1,297",1.9542,3.6468,"-39,429"
"-60,556",6.9542,"12,647","-83,626"
"10,143","-60,458","-10,353","29,343"
"-13,061","-45,805","-13,532","19,809"
"-22,635","-30,458","-73,532","-2,032"
"-32,281","-45,805","-13,532","4,591"
"-67,353","95,419",1.6468,"-24,013"
"-78,062","-40,458","-83,532","46,388"
"-2,684","-30,458","-63,532","-16,461"
"-47,266","-10,458","-23,532","-39,783"
"19,032","-10,458","-23,532","20,609"
"-23,441",1.9542,3.6468,"4,853"
"1,793","-50,458","-93,532","21,737"
"-25,088",3.9542,7.6468,"-11,339"
"15,226",3.9542,7.6468,"-11,601"
"16,601",2.9542,4.6468,"48,931"
"-97,667",1.9542,3.6468,"27,565"
"26,928","-11,046","-15,353","15,612"
"16,931",4.9542,8.6468,"-26,992"
"-34,601","-70,458","-11,353","-49,226"
"-45,091","-10,458","-33,532","53,655"
"-87,491",6.9542,"12,647","28,314"
"20,722",5.9542,"10,647","-25,231"
"19,311",1.9542,2.6468,"61,684"
"17,623","-40,458","-83,532","29,623"
"10,314","-40,458","-83,532","-21,683"
"-20,439","-60,458","-10,353","13,353"
"-23,151",2.9542,4.6468,"-37,285"
"33,453",7.9542,"13,647","-46,859"
"-39,346","-11,046","-15,353","21,091"
"-10,622","-10,046","-14,353","16,957"
"41,149","-80,458","-12,353","-31,502"
"11,197","-11,046","-15,353","-48,918"
"-29,094",3.9542,7.6468,"-43,105"
"10,804",1.9542,3.6468,"-29,186"
"1,721","-60,458","-10,353","19,475"
"97,921",4.9542,8.6468,"42,501"
"2,984","-45,805","-13,532","-16,407"
"12,196",6.9542,"11,647","46,896"
"49,156",3.9542,7.6468,"49,843"
"-15,597","-11,046","-15,353","26,105"
"41,564","-11,046","-15,353","-19,667"
"1,687",3.9542,6.6468,"86,459"
"48,094",6.9542,"11,647","30,704"
"26,836","-11,046","-15,353","-31,023"
"16,791","-45,805","-35,316","-31,755"
"48,202",3.9542,7.6468,"-47,046"
"28,544","-80,458","-12,353","-26,362"
"47,516",3.9542,6.6468,"-2,068"
"-48,277","-40,458","-83,532","-16,615"
"-12,797","-10,458","-23,532","21,521"
"46,706",5.9542,9.6468,"49,752"
"-40,681","-10,458","-23,532","73,221"
"40,078",1.9542,3.6468,"-18,768"
"54,141",2.9542,5.6468,"-33,981"
"-67,332","-60,458","-10,353","-33,687"
"10,873","95,419","64,684","-28,839"
"81,853","-10,458","-23,532","-3,119"
"47,343","-10,458","-23,532","10,406"
"4,248","-80,458","-12,353","-14,762"
"29,845","-10,458","-23,532","4,125"
"25,237","-80,458","-12,353","-39,478"
"25,172","-50,458","-93,532","13,029"
"-17,054",4.9542,8.6468,"-44,706"
"19,278","95,419",1.6468,"39,669"
"-56,442",2.9542,5.6468,"48,527"
"-4,533",1.9542,3.6468,"-1,871"
"25,951","-20,458","-53,532","-12,334"
"46,888","-50,458","-93,532","-69,859"
-154,"-10,458","-33,532","25,327"
"2,317",4.9542,8.6468,"-45,662"
"-28,083","-30,458","-73,532","90,682"
"-37,161",3.9542,6.6468,"46,488"
"-4,081","-30,458","-63,532","-47,963"
"11,686",5.9542,"10,647","92,136"
"46,425",5.9542,"10,647","-16,836"
"27,986",5.9542,9.6468,"24,178"
"-47,675","-70,458","-11,353","-24,031"
"-21,058",7.9542,"13,647","-48,817"
"21,759","-45,805","-13,532","33,176"
"49,269",7.9542,"14,647","-35,314"
"41,178",3.9542,7.6468,"24,313"
"42,375",3.9542,7.6468,"22,043"
"-46,697",3.9542,7.6468,"31,364"
"24,317","-90,458","-13,353","30,633"
"-20,791","-30,458","-73,532","4,575"
"26,349",3.9542,7.6468,"-4,239"
"80,766",3.9542,6.6468,"34,315"
"-25,066","-11,046","-15,353","-2,733"
"-92,847","-90,458","-13,353","-46,929"
"-22,503","-20,458","-43,532","-10,667"
"-30,973","95,419","64,684","-13,907"
"4,304","-20,458","-43,532","31,896"
"15,598",4.9542,8.6468,"30,426"
"95,006",5.9542,"10,647","-14,061"
"28,856","95,419",1.6468,"-77,617"
"14,797","-11,046","-15,353","-31,695"
"11,119","-90,458","-13,353","-19,602"
"31,017","95,419",1.6468,"25,293"
"38,457","-11,046","-15,353","46,587"
"-41,218","-10,458","-33,532","29,519"
"21,905",6.9542,"11,647","-36,786"
"-3,181",2.9542,4.6468,"-12,573"
"-28,866",2.9542,5.6468,"-35,483"
"4,837",1.9542,2.6468,"26,195"
"-44,354",5.9542,9.6468,"-14,211"
"33,697",1.9542,3.6468,"-2,781"
"22,903",2.9542,5.6468,"-46,501"
"-24,764","-90,458","-13,353","10,099"
"44,348","-45,805","-35,316","-46,654"
"32,172","-80,458","-12,353","-63,489"
"-27,978","-30,458","-73,532","39,579"
"-76,226","-10,458","-23,532","-38,799"
"3,095","-10,458","-23,532","1,288"
"82,365",5.9542,9.6468,"-1,913"
"-16,028","-45,805","-13,532","44,666"
"35,947",2.9542,5.6468,"-22,194"
"25,841",7.9542,"13,647","-79,911"
"33,556","-30,458","-63,532","14,121"
"-4,856",7.9542,"13,647","-29,743"
"53,323","-50,458","-93,532","-31,565"
"-4,931",1.9542,3.6468,"-3,642"
"33,591","-20,458","-53,532","10,738"
"28,665","-60,458","-10,353","-18,465"
"48,997","95,419","64,684","-32,245"
"-15,361",3.9542,6.6468,"-45,884"
"22,836","-60,458","-10,353","-15,265"
"13,876","-45,805","-35,316","27,728"
"-11,527",4.9542,8.6468,"80,307"
"47,086","-11,046","-15,353","33,256"
"32,504","-20,458","-53,532","49,391"
"48,702","-90,458","-13,353","-46,744"
"47,053",6.9542,"11,647","48,674"
"27,998","95,419",1.6468,"12,221"
"-32,756",4.9542,8.6468,"44,651"
"73,561","-10,458","-23,532","41,164"
"-16,977",4.9542,8.6468,"41,833"
"-28,422","-45,805","-13,532","-37,222"
"-78,692","-10,458","-23,532","-36,555"
"-31,169","-40,458","-83,532","-35,823"
"-37,751","-20,458","-43,532","-45,404"
"-30,615","-20,458","-53,532","-17,314"
"42,333",1.9542,3.6468,"-82,925"
"-30,561","-30,458","-73,532","-2,685"
"42,235","-50,458","-93,532","37,925"
"2,185","-70,458","-11,353","14,266"
"-32,604","-20,458","-43,532","49,735"
"-42,908","-90,458","-13,353","-64,895"
"27,315","-90,458","-13,353","-15,809"
"-1,781","-30,458","-63,532","-35,323"
"27,898",6.9542,"12,647","4,843"
"18,957",4.9542,8.6468,"-36,732"
"11,588",7.9542,"14,647","3,985"
"39,853",1.9542,3.6468,"48,134"
"21,281","-10,458","-33,532","-4,069"
"-47,298",6.9542,"11,647","18,501"
"-12,895",5.9542,9.6468,"-46,626"
"19,716",1.9542,3.6468,"7,945"
"51,921","-20,458","-53,532","-27,444"
"29,669","-40,458","-83,532","27,505"
"33,974","-60,458","-10,353","31,739"
"32,138",5.9542,"10,647","-26,969"
"-15,732","-50,458","-93,532","54,038"
"31,291",2.9542,4.6468,"24,821"
"-16,349","-40,458","-83,532","-18,659"
"-46,962","-20,458","-53,532","24,405"
"39,799","-50,458","-93,532","21,471"
"35,112",6.9542,"11,647","46,327"
"13,142","-40,458","-83,532","38,538"
"47,984",3.9542,7.6468,"24,441"
"45,062","-10,046","-14,353","-46,261"
"-2,828","-30,458","-63,532","18,417"
"-42,406",5.9542,9.6468,"-3,395"
"66,574",7.9542,"13,647","4,868"
"-27,719","-11,046","-15,353","-9,388"
"-85,428",7.9542,"14,647","78,289"
"-43,451",1.9542,3.6468,"1,439"
"40,907",1.9542,3.6468,"42,832"
"22,366","-60,458","-10,353","-27,867"
"-37,387","-45,805","-35,316","42,579"
"21,393","-70,458","-11,353","-1,423"
"22,492","-50,458","-93,532","10,237"
"-38,444","-11,046","-15,353","-28,551"
"-32,561","-30,458","-63,532","38,525"
"-56,638",4.9542,8.6468,"-30,098"
"17,832",3.9542,6.6468,"-47,393"
"86,235","-45,805","-35,316","46,418"
"42,843",4.9542,8.6468,"-1,325"
"20,127","-30,458","-73,532","-10,598"
"-86,076","-90,458","-13,353","80,643"
"10,888",7.9542,"13,647","15,853"
"2,194",6.9542,"11,647","-1,786"
"30,688","-50,458","-93,532","-30,264"
"9,427","-50,458","-93,532","48,625"
"-16,875",2.9542,5.6468,"49,197"
"12,694","-20,458","-43,532","-33,075"
"18,029","-20,458","-53,532","38,667"
"21,501",1.9542,2.6468,"49,559"
"17,157","-10,046","-14,353","-44,909"
"39,237","-10,046","-14,353","-39,103"
"31,731",5.9542,"10,647","-15,676"
"27,648",3.9542,6.6468,"-21,795"
"-15,015","-40,458","-83,532","13,676"
"-20,533",5.9542,9.6468,"-47,422"
"13,249",7.9542,"14,647","-22,392"
"30,871","-30,458","-73,532","-32,065"
"-40,602","-80,458","-12,353","18,168"
"46,925",7.9542,"14,647","22,442"
"-49,569",3.9542,7.6468,"-22,521"
"-49,048",5.9542,"10,647","-19,493"
"-18,364",4.9542,8.6468,"29,312"
"48,148","95,419","64,684","-38,505"
"36,725","-10,458","-23,532","-33,531"
"-46,875",2.9542,4.6468,"40,948"
"-44,996",1.9542,3.6468,"40,567"
"29,421","-45,805","-35,316","-30,497"
"-49,985","-45,805","-35,316","-2,479"
"49,297",1.9542,3.6468,"-12,395"
"-27,801",3.9542,6.6468,"18,199"
"-27,729",2.9542,4.6468,"34,418"
"-13,173","95,419","64,684","47,523"
"-45,055","-10,046","-14,353","41,879"
"42,402",5.9542,9.6468,"24,545"
"-13,609","95,419","64,684","-15,036"
"-11,948",2.9542,4.6468,"-1,092"
"-55,299","-80,458","-12,353","-41,701"
"-30,512","-60,458","-10,353","-41,301"
"-8,125","-45,805","-35,316","-47,722"
"-49,809",2.9542,4.6468,"-35,981"
"-42,722","-10,458","-23,532","16,965"
"-39,992",5.9542,9.6468,"24,142"
"2,277","-45,805","-35,316","23,146"
"-11,788","-20,458","-43,532","-49,387"
"14,891","-80,458","-12,353","26,268"
"14,538",6.9542,"12,647","40,693"
"-47,825",5.9542,9.6468,"90,229"
"23,293","-30,458","-63,532","-86,021"
"43,759",3.9542,6.6468,"-11,229"
"39,038",3.9542,6.6468,"28,572"
"13,396","95,419","64,684","-19,394"
"44,603",5.9542,9.6468,"-10,909"
"-35,614",5.9542,"10,647","19,715"
"-32,506",5.9542,"10,647","30,572"
"-40,321","-70,458","-11,353","71,815"
"-40,719","-10,458","-33,532","-39,064"
"-44,541","-10,458","-23,532","28,457"
"21,728",6.9542,"11,647","13,323"
"-29,638","-11,046","-15,353","-80,863"
"41,659",2.9542,5.6468,"26,837"
"3,218","95,419","64,684","-18,701"
"-48,788",1.9542,2.6468,"36,025"
"17,523",5.9542,9.6468,"-39,595"
"-35,984","-80,458","-12,353","-3,258"
"22,969","-10,458","-33,532","28,428"
"15,903",3.9542,6.6468,"-2,778"
"-29,754",2.9542,4.6468,"93,784"
"-67,217",7.9542,"13,647","-24,651"
"46,646",7.9542,"13,647","-84,586"
"30,642",3.9542,7.6468,"-27,363"
"-19,213","-45,805","-35,316","44,518"
"39,003",6.9542,"12,647","14,194"
"-31,472","-30,458","-63,532","-49,911"
"-12,875",6.9542,"11,647","19,014"
"46,955",1.9542,3.6468,"-11,694"
"39,039","-60,458","-10,353","-25,942"
"19,793",1.9542,3.6468,"-32,026"
"23,176","-20,458","-53,532","-16,655"
"-1,339","-30,458","-73,532","35,659"
"-52,962","-30,458","-63,532","36,124"
"26,559",5.9542,9.6468,"-4,938"
"37,315","-20,458","-53,532","2,309"
"22,293","-80,458","-12,353","-27,067"
"-65,833",3.9542,7.6468,"35,484"
"-41,636",5.9542,"10,647","-13,256"
"27,418","-45,805","-35,316","-33,554"
"-37,615","-30,458","-63,532","20,238"
"-70,379","95,419","64,684","16,697"
"-38,286",3.9542,7.6468,"10,162"
"14,265",1.9542,2.6468,"34,219"
"23,209","-11,046","-15,353","-19,676"
"-14,259",6.9542,"11,647","-1,832"
"-19,791","-30,458","-63,532",401
"46,613",5.9542,"10,647","28,197"
"47,866",3.9542,6.6468,"49,762"
"26,349",3.9542,7.6468,"-25,142"
"14,796","-80,458","-12,353","-11,634"
"47,301",5.9542,9.6468,"-36,128"
"33,725","-90,458","-13,353","-13,529"
"-37,928",7.9542,"14,647","-36,999"
"15,448","-11,046","-15,353","-47,708"
"-28,164","-70,458","-11,353","30,794"
"-44,469","-11,046","-15,353","26,703"
"22,018",5.9542,9.6468,"-2,937"
"47,182",2.9542,4.6468,"-44,369"
"2,012","-10,046","-14,353","-1,194"
"35,338","-10,458","-23,532","16,353"
"-4,566","-20,458","-43,532","82,461"
"-2,851","-90,458","-13,353","-20,306"
"30,169","-10,046","-14,353","13,979"
"-31,237","-45,805","-35,316","43,542"
"36,433",5.9542,9.6468,"29,188"
"19,992",4.9542,8.6468,"23,203"
"-19,748","-20,458","-43,532","-51,291"
"-13,877","-20,458","-53,532","-12,845"
"38,281","95,419",1.6468,"48,858"
"27,723",3.9542,6.6468,"21,341"
"-44,342",1.9542,3.6468,"3,946"
"81,044",6.9542,"12,647","27,818"
"10,987","-10,458","-33,532","-48,089"
"47,231","-40,458","-83,532","79,045"
"-7,486","-20,458","-43,532","-24,724"
"35,588",1.9542,3.6468,"-3,112"
"30,329",6.9542,"12,647","50,026"
"-26,418","-70,458","-11,353","14,989"
"24,821","-30,458","-63,532","27,562"
"41,959",1.9542,2.6468,"-29,461"
"4,725",3.9542,6.6468,"-25,313"
"-22,331","-20,458","-43,532","-26,646"
"-39,456",2.9542,4.6468,"-34,207"
"41,941","-40,458","-83,532","21,347"
"38,959","-10,458","-23,532","-16,916"
"-46,524","-30,458","-63,532","-21,062"
"-24,406",7.9542,"14,647","51,462"
"-26,158","-50,458","-93,532","15,155"
"37,245","-20,458","-53,532","43,915"
"-3,731","-10,458","-23,532","42,726"
"28,016","-40,458","-83,532","-14,156"
"-19,804","-40,458","-83,532","-12,196"
"-98,977","-30,458","-63,532","20,235"
"-5,003",6.9542,"11,647","-55,355"
"41,016","-10,458","-33,532","-37,217"
"34,793","-30,458","-73,532","-23,012"
"4,966",1.9542,2.6468,"-38,048"
"-31,845","-20,458","-53,532","-29,386"
"-3,666",5.9542,"10,647","-43,081"
"-15,872",5.9542,9.6468,"-32,682"
"-29,704","-80,458","-12,353","-12,906"
"25,763","-45,805","-13,532","-35,184"
"-37,403","-11,046","-15,353","-22,417"
"14,591",5.9542,9.6468,"-41,246"
"14,498",6.9542,"12,647","-25,331"
249,2.9542,4.6468,"-39,508"
"44,852",7.9542,"13,647","34,235"
"-46,561",4.9542,8.6468,"-35,537"
"-46,245",1.9542,3.6468,"17,978"
"-30,565",3.9542,6.6468,"2,375"
"20,563",1.9542,3.6468,"11,889"
"36,696","-20,458","-53,532","44,732"
"30,141","95,419","64,684","23,215"
"-3,021",3.9542,7.6468,"34,971"
"-36,701",3.9542,6.6468,"34,652"
"-54,189","-45,805","-35,316","15,192"
"49,846","-45,805","-35,316","-16,956"
"-74,404","-10,458","-33,532","91,715"
"-32,166",5.9542,9.6468,"83,689"
"16,915",6.9542,"11,647","45,551"
"-37,278","-11,046","-15,353","49,815"
"31,722",2.9542,5.6468,"49,932"
"2,955","-11,046","-15,353","36,723"
"-18,829","-10,458","-23,532","-17,286"
"12,961","-45,805","-35,316","-19,164"
"-49,435","-60,458","-10,353","-15,246"
"-2,655","-20,458","-53,532","30,922"
"28,103","-20,458","-53,532","62,556"
"-30,518",4.9542,8.6468,"-33,271"
"-10,806","95,419","64,684","20,389"
"-28,035",4.9542,8.6468,"-22,563"
"27,407","-20,458","-53,532","-44,532"
"24,321","-10,458","-33,532","-34,978"
"-47,403","-10,458","-33,532","32,531"
"18,938","95,419","64,684","98,944"
"2,252",2.9542,5.6468,"-19,264"
"3,412","-50,458","-93,532","-42,177"
"47,534","95,419","64,684","8,852"
"-16,053",7.9542,"13,647","-33,716"
"-14,557","-20,458","-53,532","30,386"
"-23,256",5.9542,9.6468,"-39,857"
"34,605","-20,458","-43,532","-38,679"
"-32,798","-90,458","-13,353","39,137"
"23,834","-80,458","-12,353","-19,817"
"-44,848","-20,458","-43,532","-31,909"
"-71,408",3.9542,7.6468,"18,538"
"22,947","95,419","64,684","15,383"
"-37,693",7.9542,"14,647","2,646"
"32,542","-50,458","-93,532","39,833"
"-28,207","-20,458","-53,532","-44,869"
"31,273",5.9542,9.6468,"-1,706"
"-41,257",1.9542,3.6468,"-44,303"
"38,164","-11,046","-15,353","-42,101"
"16,508",3.9542,7.6468,"34,164"
"-38,982","-70,458","-11,353","-24,788"
"26,471","95,419",1.6468,"34,039"
"-35,807","95,419",1.6468,"-33,782"
"-39,957","95,419","64,684","-25,348"
"-22,166","-20,458","-43,532","-4,905"
"-10,473","-45,805","-13,532","-42,564"
-331,7.9542,"14,647","8,632"
"11,794",1.9542,3.6468,"96,974"
"-36,759","-45,805","-13,532","-42,001"
"11,356","-11,046","-15,353","86,478"
"16,569","-60,458","-10,353","40,635"
"-45,437",4.9542,8.6468,"20,391"
"-19,846","-40,458","-83,532","-34,885"
"13,034",5.9542,9.6468,"-96,288"
